,State,Total_Expenses,Sales,Profit,Market,Trade,Product_Type,Inventory,Type,New_Column
2339,New Mexico,48.0,159.0,61.0,South,21,Coffee,467.0,Regular,207.0
2340,New Mexico,48.0,159.0,61.0,South,21,Coffee,460.0,Regular,207.0
2341,New Mexico,50.0,148.0,50.0,South,18,Coffee,453.0,Regular,198.0
2342,New Mexico,46.0,121.0,34.0,South,14,Coffee,447.0,Regular,167.0
2343,New Mexico,46.0,116.0,30.0,South,14,Coffee,452.0,Regular,162.0
2344,New Mexico,47.0,130.0,40.0,South,15,Coffee,462.0,Regular,177.0
2345,New Mexico,50.0,99.0,-39.0,South,27,Coffee,525.0,Decaf,149.0
2346,New Mexico,49.0,102.0,-31.0,South,26,Coffee,625.0,Decaf,151.0
2347,New Mexico,51.0,106.0,-33.0,South,27,Coffee,715.0,Decaf,157.0
2348,New Mexico,51.0,133.0,-11.0,South,28,Coffee,840.0,Decaf,184.0
2349,New Mexico,53.0,136.0,-15.0,South,30,Coffee,973.0,Decaf,189.0
2350,New Mexico,59.0,141.0,-34.0,South,35,Coffee,1142.0,Decaf,200.0
2351,New Mexico,60.0,169.0,-11.0,South,37,Coffee,1334.0,Decaf,229.0
2352,New Mexico,61.0,139.0,-42.0,South,37,Coffee,1439.0,Decaf,200.0
2353,New Mexico,55.0,115.0,-44.0,South,32,Coffee,1574.0,Decaf,170.0
2354,New Mexico,49.0,109.0,-26.0,South,26,Coffee,1698.0,Decaf,158.0
2355,New Mexico,48.0,122.0,-8.0,South,25,Coffee,1804.0,Decaf,170.0
2356,New Mexico,52.0,160.0,16.0,South,28,Coffee,1898.0,Decaf,212.0
2357,New Mexico,52.0,111.0,-61.0,South,27,Coffee,525.0,Decaf,163.0
2358,New Mexico,49.0,109.0,-46.0,South,26,Coffee,625.0,Decaf,158.0
2359,New Mexico,51.0,113.0,-49.0,South,27,Coffee,715.0,Decaf,164.0
2360,New Mexico,51.0,142.0,-16.0,South,28,Coffee,840.0,Decaf,193.0
2361,New Mexico,49.0,135.0,-21.0,South,30,Coffee,973.0,Decaf,184.0
2362,New Mexico,55.0,140.0,-47.0,South,35,Coffee,1142.0,Decaf,195.0
2363,New Mexico,56.0,167.0,-15.0,South,37,Coffee,1334.0,Decaf,223.0
2364,New Mexico,57.0,138.0,-58.0,South,37,Coffee,1439.0,Decaf,195.0
2365,New Mexico,55.0,123.0,-65.0,South,32,Coffee,1574.0,Decaf,178.0
2366,New Mexico,49.0,116.0,-39.0,South,26,Coffee,1698.0,Decaf,165.0
2367,New Mexico,48.0,130.0,-12.0,South,25,Coffee,1804.0,Decaf,178.0
2368,New Mexico,52.0,171.0,24.0,South,28,Coffee,1898.0,Decaf,223.0
2369,New Mexico,63.0,90.0,-10.0,South,34,Espresso,261.0,Regular,153.0
2370,New Mexico,68.0,104.0,-7.0,South,39,Espresso,256.0,Regular,172.0
2371,New Mexico,70.0,107.0,-7.0,South,40,Espresso,251.0,Regular,177.0
2372,New Mexico,69.0,107.0,-6.0,South,40,Espresso,261.0,Regular,176.0
2373,New Mexico,68.0,104.0,-7.0,South,39,Espresso,282.0,Regular,172.0
2374,New Mexico,76.0,125.0,-3.0,South,47,Espresso,313.0,Regular,201.0
2375,New Mexico,83.0,141.0,-1.0,South,53,Espresso,338.0,Regular,224.0
2376,New Mexico,86.0,151.0,2.0,South,57,Espresso,332.0,Regular,237.0
2377,New Mexico,70.0,106.0,-8.0,South,40,Espresso,325.0,Regular,176.0
2378,New Mexico,70.0,109.0,-6.0,South,41,Espresso,320.0,Regular,179.0
2379,New Mexico,69.0,106.0,-7.0,South,40,Espresso,325.0,Regular,175.0
2380,New Mexico,74.0,118.0,-5.0,South,44,Espresso,335.0,Regular,192.0
2381,New Mexico,66.0,101.0,-16.0,South,34,Espresso,261.0,Regular,167.0
2382,New Mexico,68.0,111.0,-10.0,South,39,Espresso,256.0,Regular,179.0
2383,New Mexico,70.0,114.0,-10.0,South,40,Espresso,251.0,Regular,184.0
2384,New Mexico,69.0,114.0,-9.0,South,40,Espresso,261.0,Regular,183.0
2385,New Mexico,63.0,103.0,-10.0,South,39,Espresso,282.0,Regular,166.0
2386,New Mexico,71.0,124.0,-4.0,South,47,Espresso,313.0,Regular,195.0
2387,New Mexico,77.0,140.0,-1.0,South,53,Espresso,338.0,Regular,217.0
2388,New Mexico,80.0,150.0,3.0,South,57,Espresso,332.0,Regular,230.0
2389,New Mexico,70.0,113.0,-12.0,South,40,Espresso,325.0,Regular,183.0
2390,New Mexico,70.0,116.0,-9.0,South,41,Espresso,320.0,Regular,186.0
2391,New Mexico,69.0,113.0,-10.0,South,40,Espresso,325.0,Regular,182.0
2392,New Mexico,74.0,126.0,-7.0,South,44,Espresso,335.0,Regular,200.0
2393,New Mexico,38.0,82.0,9.0,South,11,Espresso,196.0,Decaf,120.0
2394,New Mexico,39.0,82.0,8.0,South,11,Espresso,191.0,Decaf,121.0
2395,New Mexico,38.0,85.0,11.0,South,11,Espresso,187.0,Decaf,123.0
2396,New Mexico,39.0,88.0,12.0,South,12,Espresso,195.0,Decaf,127.0
2397,New Mexico,39.0,92.0,14.0,South,12,Espresso,212.0,Decaf,131.0
2398,New Mexico,41.0,96.0,14.0,South,13,Espresso,239.0,Decaf,137.0
2399,New Mexico,41.0,103.0,18.0,South,14,Espresso,258.0,Decaf,144.0
2400,New Mexico,42.0,105.0,18.0,South,14,Espresso,253.0,Decaf,147.0
2401,New Mexico,39.0,91.0,13.0,South,12,Espresso,248.0,Decaf,130.0
2402,New Mexico,39.0,92.0,14.0,South,12,Espresso,244.0,Decaf,131.0
2403,New Mexico,39.0,82.0,8.0,South,11,Espresso,248.0,Decaf,121.0
2404,New Mexico,39.0,89.0,12.0,South,12,Espresso,256.0,Decaf,128.0
2405,New Mexico,40.0,92.0,14.0,South,11,Espresso,196.0,Decaf,132.0
2406,New Mexico,39.0,87.0,12.0,South,11,Espresso,191.0,Decaf,126.0
2407,New Mexico,38.0,91.0,16.0,South,11,Espresso,187.0,Decaf,129.0
2408,New Mexico,39.0,94.0,18.0,South,12,Espresso,195.0,Decaf,133.0
2409,New Mexico,36.0,91.0,19.0,South,12,Espresso,212.0,Decaf,127.0
2410,New Mexico,38.0,95.0,19.0,South,13,Espresso,239.0,Decaf,133.0
2411,New Mexico,38.0,102.0,25.0,South,14,Espresso,258.0,Decaf,140.0
2412,New Mexico,39.0,104.0,25.0,South,14,Espresso,253.0,Decaf,143.0
2413,New Mexico,39.0,97.0,19.0,South,12,Espresso,248.0,Decaf,136.0
2414,New Mexico,39.0,98.0,21.0,South,12,Espresso,244.0,Decaf,137.0
2415,New Mexico,39.0,87.0,12.0,South,11,Espresso,248.0,Decaf,126.0
2416,New Mexico,39.0,95.0,18.0,South,12,Espresso,256.0,Decaf,134.0
2417,New Mexico,16.0,45.0,11.0,South,5,Herbal Tea,821.0,Decaf,61.0
2418,New Mexico,17.0,45.0,10.0,South,5,Herbal Tea,818.0,Decaf,62.0
2419,New Mexico,17.0,45.0,10.0,South,5,Herbal Tea,816.0,Decaf,62.0
2420,New Mexico,16.0,47.0,12.0,South,5,Herbal Tea,820.0,Decaf,63.0
2421,New Mexico,17.0,49.0,12.0,South,5,Herbal Tea,829.0,Decaf,66.0
2422,New Mexico,17.0,58.0,18.0,South,6,Herbal Tea,843.0,Decaf,75.0
2423,New Mexico,19.0,61.0,17.0,South,7,Herbal Tea,854.0,Decaf,80.0
2424,New Mexico,19.0,63.0,19.0,South,7,Herbal Tea,851.0,Decaf,82.0
2425,New Mexico,16.0,48.0,13.0,South,5,Herbal Tea,848.0,Decaf,64.0
2426,New Mexico,17.0,52.0,14.0,South,5,Herbal Tea,846.0,Decaf,69.0
2427,New Mexico,15.0,39.0,9.0,South,4,Herbal Tea,848.0,Decaf,54.0
2428,New Mexico,16.0,41.0,9.0,South,4,Herbal Tea,851.0,Decaf,57.0
2429,New Mexico,17.0,50.0,17.0,South,5,Herbal Tea,821.0,Decaf,67.0
2430,New Mexico,17.0,48.0,15.0,South,5,Herbal Tea,818.0,Decaf,65.0
2431,New Mexico,17.0,48.0,15.0,South,5,Herbal Tea,816.0,Decaf,65.0
2432,New Mexico,16.0,50.0,18.0,South,5,Herbal Tea,820.0,Decaf,66.0
2433,New Mexico,16.0,49.0,17.0,South,5,Herbal Tea,829.0,Decaf,65.0
2434,New Mexico,16.0,57.0,25.0,South,6,Herbal Tea,843.0,Decaf,73.0
2435,New Mexico,18.0,60.0,23.0,South,7,Herbal Tea,854.0,Decaf,78.0
2436,New Mexico,18.0,62.0,26.0,South,7,Herbal Tea,851.0,Decaf,80.0
2437,New Mexico,16.0,51.0,19.0,South,5,Herbal Tea,848.0,Decaf,67.0
2438,New Mexico,17.0,55.0,21.0,South,5,Herbal Tea,846.0,Decaf,72.0
2439,New Mexico,15.0,42.0,13.0,South,4,Herbal Tea,848.0,Decaf,57.0
2440,New Mexico,16.0,44.0,13.0,South,4,Herbal Tea,851.0,Decaf,60.0
2441,New Mexico,30.0,62.0,4.0,South,8,Herbal Tea,965.0,Decaf,92.0
2442,New Mexico,30.0,63.0,5.0,South,8,Herbal Tea,961.0,Decaf,93.0
2443,New Mexico,30.0,63.0,5.0,South,8,Herbal Tea,958.0,Decaf,93.0
2444,New Mexico,30.0,61.0,3.0,South,8,Herbal Tea,964.0,Decaf,91.0
2445,New Mexico,30.0,68.0,7.0,South,9,Herbal Tea,976.0,Decaf,98.0
2446,New Mexico,30.0,70.0,8.0,South,9,Herbal Tea,996.0,Decaf,100.0
2447,New Mexico,31.0,75.0,10.0,South,10,Herbal Tea,1010.0,Decaf,106.0
2448,New Mexico,34.0,90.0,15.0,South,12,Herbal Tea,1007.0,Decaf,124.0
2449,New Mexico,31.0,72.0,8.0,South,10,Herbal Tea,1003.0,Decaf,103.0
2450,New Mexico,31.0,68.0,6.0,South,9,Herbal Tea,1000.0,Decaf,99.0
2451,New Mexico,30.0,64.0,5.0,South,8,Herbal Tea,1003.0,Decaf,94.0
2452,New Mexico,31.0,69.0,7.0,South,9,Herbal Tea,1009.0,Decaf,100.0
2453,New Mexico,32.0,69.0,6.0,South,8,Herbal Tea,965.0,Decaf,101.0
2454,New Mexico,30.0,67.0,7.0,South,8,Herbal Tea,961.0,Decaf,97.0
2455,New Mexico,30.0,67.0,7.0,South,8,Herbal Tea,958.0,Decaf,97.0
2456,New Mexico,30.0,65.0,4.0,South,8,Herbal Tea,964.0,Decaf,95.0
2457,New Mexico,28.0,67.0,10.0,South,9,Herbal Tea,976.0,Decaf,95.0
2458,New Mexico,28.0,69.0,11.0,South,9,Herbal Tea,996.0,Decaf,97.0
2459,New Mexico,29.0,74.0,14.0,South,10,Herbal Tea,1010.0,Decaf,103.0
2460,New Mexico,32.0,89.0,21.0,South,12,Herbal Tea,1007.0,Decaf,121.0
2461,New Mexico,31.0,77.0,12.0,South,10,Herbal Tea,1003.0,Decaf,108.0
2462,New Mexico,31.0,72.0,9.0,South,9,Herbal Tea,1000.0,Decaf,103.0
2463,New Mexico,30.0,68.0,7.0,South,8,Herbal Tea,1003.0,Decaf,98.0
2464,New Mexico,31.0,74.0,10.0,South,9,Herbal Tea,1009.0,Decaf,105.0
2465,New Mexico,44.0,65.0,-8.0,South,11,Espresso,169.0,Regular,109.0
2466,New Mexico,45.0,68.0,-7.0,South,11,Espresso,104.0,Regular,113.0
2467,New Mexico,45.0,75.0,-3.0,South,12,Espresso,36.0,Regular,120.0
2468,New Mexico,45.0,65.0,-9.0,South,11,Espresso,-39.0,Regular,110.0
2469,New Mexico,46.0,76.0,-4.0,South,12,Espresso,-104.0,Regular,122.0
2470,New Mexico,46.0,78.0,-3.0,South,13,Espresso,-180.0,Regular,124.0
2471,New Mexico,48.0,89.0,1.0,South,15,Espresso,-258.0,Regular,137.0
2472,New Mexico,44.0,65.0,-8.0,South,11,Espresso,-347.0,Regular,109.0
2473,New Mexico,42.0,54.0,-12.0,South,9,Espresso,-412.0,Regular,96.0
2474,New Mexico,43.0,56.0,-12.0,South,9,Espresso,-466.0,Regular,99.0
2475,New Mexico,46.0,76.0,-4.0,South,12,Espresso,-522.0,Regular,122.0
2476,New Mexico,40.0,45.0,-15.0,South,7,Espresso,-598.0,Regular,85.0
2477,New Mexico,46.0,73.0,-12.0,South,11,Espresso,169.0,Regular,119.0
2478,New Mexico,45.0,72.0,-10.0,South,11,Espresso,104.0,Regular,117.0
2479,New Mexico,45.0,80.0,-4.0,South,12,Espresso,36.0,Regular,125.0
2480,New Mexico,45.0,69.0,-13.0,South,11,Espresso,-39.0,Regular,114.0
2481,New Mexico,43.0,75.0,-6.0,South,12,Espresso,-104.0,Regular,118.0
2482,New Mexico,43.0,77.0,-4.0,South,13,Espresso,-180.0,Regular,120.0
2483,New Mexico,45.0,88.0,1.0,South,15,Espresso,-258.0,Regular,133.0
2484,New Mexico,41.0,64.0,-11.0,South,11,Espresso,-347.0,Regular,105.0
2485,New Mexico,42.0,58.0,-18.0,South,9,Espresso,-412.0,Regular,100.0
2486,New Mexico,43.0,60.0,-18.0,South,9,Espresso,-466.0,Regular,103.0
2487,New Mexico,46.0,81.0,-6.0,South,12,Espresso,-522.0,Regular,127.0
2488,New Mexico,40.0,48.0,-22.0,South,7,Espresso,-598.0,Regular,88.0
2489,New York,34.0,198.0,83.0,East,22,Tea,460.0,Regular,232.0
2490,New York,27.0,150.0,84.0,East,15,Tea,456.0,Regular,177.0
2491,New York,33.0,208.0,123.0,East,24,Tea,499.0,Regular,241.0
2492,New York,155.0,66.0,-224.0,East,122,Espresso,3641.0,Regular,221.0
2493,New York,146.0,70.0,-304.0,East,113,Espresso,1382.0,Regular,216.0
2494,New York,176.0,77.0,-392.0,East,156,Espresso,2615.0,Regular,253.0
2495,New York,130.0,647.0,316.0,East,107,Herbal Tea,1565.0,Decaf,777.0
2496,New York,99.0,112.0,-238.0,East,77,Herbal Tea,3948.0,Decaf,211.0
2497,New York,47.0,312.0,138.0,East,35,Tea,1007.0,Regular,359.0
2498,New York,44.0,309.0,190.0,East,35,Tea,1007.0,Regular,353.0
2499,New York,96.0,543.0,187.0,East,72,Espresso,1271.0,Regular,639.0
2500,New York,91.0,815.0,646.0,East,66,Espresso,1197.0,Regular,906.0
2501,New York,143.0,650.0,247.0,East,91,Coffee,2548.0,Regular,793.0
2502,New York,149.0,745.0,402.0,East,97,Coffee,2642.0,Regular,894.0
2503,New York,38.0,230.0,98.0,East,26,Tea,608.0,Regular,268.0
2504,New York,128.0,61.0,-172.0,East,95,Espresso,725.0,Regular,189.0
2505,New York,134.0,651.0,252.0,East,100,Herbal Tea,1613.0,Decaf,785.0
2506,New York,126.0,663.0,363.0,East,102,Herbal Tea,1727.0,Decaf,789.0
2507,New York,94.0,198.0,-131.0,East,72,Herbal Tea,2169.0,Decaf,292.0
2508,New York,95.0,164.0,-170.0,East,74,Herbal Tea,4360.0,Decaf,259.0
2509,New York,40.0,261.0,156.0,East,28,Tea,822.0,Regular,301.0
2510,New York,35.0,213.0,91.0,East,24,Tea,756.0,Regular,248.0
2511,New York,45.0,290.0,127.0,East,33,Tea,930.0,Regular,335.0
2512,New York,138.0,623.0,236.0,East,87,Coffee,2580.0,Regular,761.0
2513,New York,26.0,134.0,54.0,East,15,Tea,456.0,Regular,160.0
2514,New York,33.0,201.0,117.0,East,21,Tea,449.0,Regular,234.0
2515,New York,34.0,228.0,137.0,East,26,Tea,562.0,Regular,262.0
2516,New York,181.0,77.0,-266.0,East,147,Espresso,2321.0,Regular,258.0
2517,New York,142.0,61.0,-202.0,East,109,Espresso,3385.0,Regular,203.0
2518,New York,168.0,76.0,-367.0,East,147,Espresso,2321.0,Regular,244.0
2519,New York,87.0,194.0,-177.0,East,66,Herbal Tea,1480.0,Decaf,281.0
2520,New York,38.0,234.0,101.0,East,26,Tea,821.0,Regular,272.0
2521,New York,39.0,245.0,106.0,East,28,Tea,981.0,Regular,284.0
2522,New York,37.0,247.0,148.0,East,26,Tea,809.0,Regular,284.0
2523,New York,37.0,249.0,151.0,East,26,Tea,799.0,Regular,286.0
2524,New York,37.0,238.0,141.0,East,25,Tea,777.0,Regular,275.0
2525,New York,39.0,274.0,167.0,East,31,Tea,897.0,Regular,313.0
2526,New York,90.0,557.0,288.0,East,66,Espresso,1260.0,Regular,647.0
2527,New York,162.0,842.0,463.0,East,110,Coffee,2580.0,Regular,1004.0
2528,New York,35.0,210.0,89.0,East,24,Tea,499.0,Regular,245.0
2529,New York,134.0,68.0,-268.0,East,95,Espresso,725.0,Regular,202.0
2530,New York,127.0,513.0,141.0,East,93,Herbal Tea,1471.0,Decaf,640.0
2531,New York,135.0,793.0,388.0,East,102,Herbal Tea,1781.0,Decaf,928.0
2532,New York,133.0,540.0,173.0,East,93,Herbal Tea,1419.0,Decaf,673.0
2533,New York,126.0,786.0,536.0,East,102,Herbal Tea,1781.0,Decaf,912.0
2534,New York,90.0,201.0,-176.0,East,64,Herbal Tea,965.0,Decaf,291.0
2535,New York,45.0,301.0,133.0,East,34,Tea,947.0,Regular,346.0
2536,New York,42.0,265.0,115.0,East,30,Tea,971.0,Regular,307.0
2537,New York,37.0,254.0,155.0,East,29,Tea,871.0,Regular,291.0
2538,New York,33.0,211.0,125.0,East,22,Tea,984.0,Regular,244.0
2539,New York,90.0,564.0,235.0,East,66,Espresso,1262.0,Regular,654.0
2540,New York,91.0,548.0,273.0,East,63,Espresso,1459.0,Regular,639.0
2541,New York,89.0,538.0,258.0,East,72,Espresso,1271.0,Regular,627.0
2542,New York,94.0,604.0,332.0,East,69,Espresso,1286.0,Regular,698.0
2543,New York,152.0,759.0,408.0,East,94,Coffee,2101.0,Regular,911.0
2544,New York,152.0,759.0,410.0,East,99,Coffee,2108.0,Regular,911.0
2545,New York,34.0,198.0,83.0,East,22,Tea,441.0,Regular,232.0
2546,New York,33.0,187.0,78.0,East,21,Tea,580.0,Regular,220.0
2547,New York,27.0,133.0,52.0,East,15,Tea,601.0,Regular,160.0
2548,New York,34.0,211.0,123.0,East,22,Tea,460.0,Regular,245.0
2549,New York,189.0,78.0,-284.0,East,156,Espresso,2615.0,Regular,267.0
2550,New York,144.0,72.0,-292.0,East,110,Espresso,2932.0,Regular,216.0
2551,New York,124.0,495.0,131.0,East,91,Herbal Tea,1454.0,Decaf,619.0
2552,New York,124.0,528.0,194.0,East,91,Herbal Tea,1454.0,Decaf,652.0
2553,New York,125.0,645.0,348.0,East,100,Herbal Tea,1613.0,Decaf,770.0
2554,New York,91.0,171.0,-232.0,East,69,Herbal Tea,4742.0,Decaf,262.0
2555,New York,40.0,256.0,112.0,East,29,Tea,871.0,Regular,296.0
2556,New York,33.0,198.0,84.0,East,22,Tea,984.0,Regular,231.0
2557,New York,39.0,243.0,105.0,East,27,Tea,766.0,Regular,282.0
2558,New York,41.0,256.0,111.0,East,29,Tea,952.0,Regular,297.0
2559,New York,46.0,302.0,133.0,East,34,Tea,928.0,Regular,348.0
2560,New York,46.0,322.0,197.0,East,34,Tea,928.0,Regular,368.0
2561,New York,46.0,322.0,197.0,East,34,Tea,959.0,Regular,368.0
2562,New York,95.0,700.0,463.0,East,70,Espresso,723.0,Regular,795.0
2563,New York,159.0,756.0,295.0,East,105,Coffee,2250.0,Regular,915.0
2564,New York,27.0,142.0,77.0,East,15,Tea,601.0,Regular,169.0
2565,New York,143.0,61.0,-203.0,East,110,Espresso,901.0,Regular,204.0
2566,New York,144.0,68.0,-197.0,East,110,Espresso,2932.0,Regular,212.0
2567,New York,143.0,65.0,-301.0,East,110,Espresso,901.0,Regular,208.0
2568,New York,129.0,547.0,191.0,East,96,Herbal Tea,1622.0,Decaf,676.0
2569,New York,127.0,614.0,303.0,East,93,Herbal Tea,1704.0,Decaf,741.0
2570,New York,40.0,245.0,105.0,East,28,Tea,822.0,Regular,285.0
2571,New York,42.0,282.0,171.0,East,30,Tea,971.0,Regular,324.0
2572,New York,35.0,227.0,135.0,East,24,Tea,756.0,Regular,262.0
2573,New York,88.0,580.0,264.0,East,63,Espresso,1402.0,Regular,668.0
2574,New York,98.0,546.0,182.0,East,74,Espresso,1355.0,Regular,644.0
2575,New York,91.0,538.0,247.0,East,74,Espresso,1319.0,Regular,629.0
2576,New York,138.0,664.0,350.0,East,87,Coffee,2580.0,Regular,802.0
2577,New York,33.0,199.0,116.0,East,21,Tea,580.0,Regular,232.0
2578,New York,146.0,63.0,-208.0,East,113,Espresso,1118.0,Regular,209.0
2579,New York,127.0,483.0,111.0,East,93,Herbal Tea,1419.0,Decaf,610.0
2580,New York,135.0,669.0,263.0,East,102,Herbal Tea,1727.0,Decaf,804.0
2581,New York,144.0,747.0,309.0,East,111,Herbal Tea,1727.0,Decaf,891.0
2582,New York,87.0,180.0,-120.0,East,66,Herbal Tea,1214.0,Decaf,267.0
2583,New York,87.0,196.0,-181.0,East,72,Herbal Tea,2169.0,Decaf,283.0
2584,New York,40.0,262.0,157.0,East,26,Tea,821.0,Regular,302.0
2585,New York,152.0,712.0,276.0,East,99,Coffee,2108.0,Regular,864.0
2586,New York,35.0,228.0,135.0,East,26,Tea,608.0,Regular,263.0
2587,New York,131.0,638.0,247.0,East,98,Herbal Tea,1558.0,Decaf,769.0
2588,New York,127.0,576.0,204.0,East,93,Herbal Tea,1704.0,Decaf,703.0
2589,New York,144.0,796.0,459.0,East,111,Herbal Tea,1727.0,Decaf,940.0
2590,New York,95.0,175.0,-252.0,East,74,Herbal Tea,4360.0,Decaf,270.0
2591,New York,37.0,232.0,100.0,East,26,Tea,809.0,Regular,269.0
2592,New York,47.0,323.0,144.0,East,36,Tea,994.0,Regular,370.0
2593,New York,37.0,223.0,95.0,East,25,Tea,777.0,Regular,260.0
2594,New York,39.0,259.0,156.0,East,27,Tea,766.0,Regular,298.0
2595,New York,87.0,490.0,175.0,East,63,Espresso,1459.0,Regular,577.0
2596,New York,97.0,675.0,318.0,East,72,Espresso,1405.0,Regular,772.0
2597,New York,91.0,541.0,251.0,East,74,Espresso,1355.0,Regular,632.0
2598,New York,177.0,890.0,357.0,East,124,Coffee,2476.0,Regular,1067.0
2599,New York,148.0,749.0,407.0,East,105,Coffee,2250.0,Regular,897.0
2600,New York,40.0,245.0,105.0,East,28,Tea,598.0,Regular,285.0
2601,New York,34.0,199.0,84.0,East,22,Tea,588.0,Regular,233.0
2602,New York,34.0,211.0,123.0,East,22,Tea,441.0,Regular,245.0
2603,New York,143.0,69.0,-195.0,East,109,Espresso,1673.0,Regular,212.0
2604,New York,133.0,68.0,-269.0,East,109,Espresso,1673.0,Regular,201.0
2605,New York,140.0,653.0,229.0,East,107,Herbal Tea,1565.0,Decaf,793.0
2606,New York,44.0,320.0,199.0,East,36,Tea,994.0,Regular,364.0
2607,New York,36.0,219.0,94.0,East,24,Tea,777.0,Regular,255.0
2608,New York,38.0,254.0,153.0,East,29,Tea,821.0,Regular,292.0
2609,New York,98.0,543.0,179.0,East,74,Espresso,1319.0,Regular,641.0
2610,New York,83.0,675.0,381.0,East,59,Espresso,933.0,Regular,758.0
2611,New York,145.0,678.0,262.0,East,94,Coffee,2101.0,Regular,823.0
2612,New York,166.0,904.0,511.0,East,127,Coffee,2654.0,Regular,1070.0
2613,New York,143.0,693.0,367.0,East,91,Coffee,2548.0,Regular,836.0
2614,New York,131.0,680.0,367.0,East,98,Herbal Tea,1558.0,Decaf,811.0
2615,New York,97.0,198.0,-143.0,East,75,Herbal Tea,2636.0,Decaf,295.0
2616,New York,102.0,198.0,-164.0,East,80,Herbal Tea,3076.0,Decaf,300.0
2617,New York,96.0,148.0,-189.0,East,74,Herbal Tea,5121.0,Decaf,244.0
2618,New York,96.0,158.0,-280.0,East,74,Herbal Tea,5121.0,Decaf,254.0
2619,New York,37.0,234.0,102.0,East,26,Tea,799.0,Regular,271.0
2620,New York,35.0,210.0,89.0,East,24,Tea,1003.0,Regular,245.0
2621,New York,41.0,256.0,111.0,East,29,Tea,821.0,Regular,297.0
2622,New York,45.0,302.0,134.0,East,34,Tea,915.0,Regular,347.0
2623,New York,38.0,245.0,146.0,East,24,Tea,777.0,Regular,283.0
2624,New York,42.0,298.0,184.0,East,34,Tea,941.0,Regular,340.0
2625,New York,94.0,567.0,224.0,East,69,Espresso,1286.0,Regular,661.0
2626,New York,146.0,675.0,259.0,East,94,Coffee,2041.0,Regular,821.0
2627,New York,142.0,687.0,364.0,East,90,Coffee,2067.0,Regular,829.0
2628,New York,146.0,719.0,384.0,East,94,Coffee,2041.0,Regular,865.0
2629,New York,37.0,230.0,99.0,East,26,Tea,562.0,Regular,267.0
2630,New York,26.0,123.0,47.0,East,14,Tea,589.0,Regular,149.0
2631,New York,34.0,212.0,125.0,East,22,Tea,588.0,Regular,246.0
2632,New York,127.0,547.0,209.0,East,93,Herbal Tea,1471.0,Decaf,674.0
2633,New York,85.0,189.0,-105.0,East,64,Herbal Tea,1811.0,Decaf,274.0
2634,New York,117.0,124.0,-304.0,East,96,Herbal Tea,3422.0,Decaf,241.0
2635,New York,85.0,201.0,-156.0,East,64,Herbal Tea,1811.0,Decaf,286.0
2636,New York,109.0,123.0,-420.0,East,96,Herbal Tea,3422.0,Decaf,232.0
2637,New York,35.0,224.0,132.0,East,24,Tea,1003.0,Regular,259.0
2638,New York,46.0,302.0,133.0,East,34,Tea,959.0,Regular,348.0
2639,New York,45.0,322.0,199.0,East,34,Tea,915.0,Regular,367.0
2640,New York,90.0,523.0,194.0,East,66,Espresso,1260.0,Regular,613.0
2641,New York,91.0,765.0,435.0,East,66,Espresso,1197.0,Regular,856.0
2642,New York,95.0,657.0,312.0,East,70,Espresso,723.0,Regular,752.0
2643,New York,90.0,669.0,439.0,East,72,Espresso,1405.0,Regular,759.0
2644,New York,178.0,912.0,370.0,East,127,Coffee,2654.0,Regular,1090.0
2645,New York,178.0,910.0,368.0,East,127,Coffee,2617.0,Regular,1088.0
2646,New York,149.0,699.0,271.0,East,97,Coffee,2642.0,Regular,848.0
2647,New York,33.0,189.0,79.0,East,21,Tea,449.0,Regular,222.0
2648,New York,37.0,243.0,145.0,East,28,Tea,598.0,Regular,280.0
2649,New York,146.0,69.0,-202.0,East,113,Espresso,3142.0,Regular,215.0
2650,New York,146.0,67.0,-309.0,East,113,Espresso,1118.0,Regular,213.0
2651,New York,153.0,71.0,-326.0,East,131,Espresso,1979.0,Regular,224.0
2652,New York,155.0,70.0,-332.0,East,122,Espresso,3641.0,Regular,225.0
2653,New York,129.0,513.0,129.0,East,96,Herbal Tea,1622.0,Decaf,642.0
2654,New York,147.0,577.0,137.0,East,114,Herbal Tea,1518.0,Decaf,724.0
2655,New York,86.0,180.0,-113.0,East,64,Herbal Tea,965.0,Decaf,266.0
2656,New York,87.0,192.0,-178.0,East,66,Herbal Tea,1214.0,Decaf,279.0
2657,New York,99.0,119.0,-353.0,East,77,Herbal Tea,3948.0,Decaf,218.0
2658,New York,39.0,261.0,157.0,East,28,Tea,981.0,Regular,300.0
2659,New York,42.0,276.0,121.0,East,31,Tea,897.0,Regular,318.0
2660,New York,166.0,902.0,508.0,East,127,Coffee,2617.0,Regular,1068.0
2661,New York,26.0,131.0,70.0,East,14,Tea,589.0,Regular,157.0
2662,New York,146.0,66.0,-205.0,East,113,Espresso,1382.0,Regular,212.0
2663,New York,164.0,72.0,-236.0,East,131,Espresso,1979.0,Regular,236.0
2664,New York,146.0,74.0,-300.0,East,113,Espresso,3142.0,Regular,220.0
2665,New York,142.0,65.0,-300.0,East,109,Espresso,3385.0,Regular,207.0
2666,New York,87.0,182.0,-119.0,East,66,Herbal Tea,1480.0,Decaf,269.0
2667,New York,91.0,160.0,-156.0,East,69,Herbal Tea,4742.0,Decaf,251.0
2668,New York,90.0,196.0,-197.0,East,75,Herbal Tea,2636.0,Decaf,286.0
