State,Total Expenses,Product,Sales,Market Size,Profit,Market,Marketing,Product Type,Inventory,Type
New Mexico,52,Columbian,160,Small Market,44,South,21,Coffee,467,Regular
New Mexico,52,Columbian,160,Small Market,44,South,21,Coffee,460,Regular
New Mexico,50,Columbian,139,Small Market,34,South,18,Coffee,453,Regular
New Mexico,46,Columbian,114,Small Market,23,South,14,Coffee,447,Regular
New Mexico,46,Columbian,109,Small Market,20,South,14,Coffee,452,Regular
New Mexico,47,Columbian,122,Small Market,27,South,15,Coffee,462,Regular
New Mexico,48,Columbian,134,Small Market,41,South,15,Coffee,372,Regular
New Mexico,45,Columbian,121,Small Market,36,South,14,Coffee,366,Regular
New Mexico,46,Columbian,127,Small Market,39,South,15,Coffee,361,Regular
New Mexico,48,Columbian,133,Small Market,40,South,16,Coffee,372,Regular
New Mexico,46,Columbian,131,Small Market,43,South,17,Coffee,397,Regular
New Mexico,47,Columbian,155,Small Market,59,South,20,Coffee,436,Regular
New Mexico,48,Columbian,159,Small Market,61,South,21,Coffee,467,Regular
New Mexico,48,Columbian,159,Small Market,61,South,21,Coffee,460,Regular
New Mexico,50,Columbian,148,Small Market,50,South,18,Coffee,453,Regular
New Mexico,46,Columbian,121,Small Market,34,South,14,Coffee,447,Regular
New Mexico,46,Columbian,116,Small Market,30,South,14,Coffee,452,Regular
New Mexico,47,Columbian,130,Small Market,40,South,15,Coffee,462,Regular
New Mexico,50,Decaf Irish Cream,99,Small Market,-39,South,27,Coffee,525,Decaf
New Mexico,49,Decaf Irish Cream,102,Small Market,-31,South,26,Coffee,625,Decaf
New Mexico,51,Decaf Irish Cream,106,Small Market,-33,South,27,Coffee,715,Decaf
New Mexico,51,Decaf Irish Cream,133,Small Market,-11,South,28,Coffee,840,Decaf
New Mexico,53,Decaf Irish Cream,136,Small Market,-15,South,30,Coffee,973,Decaf
New Mexico,59,Decaf Irish Cream,141,Small Market,-34,South,35,Coffee,1142,Decaf
New Mexico,60,Decaf Irish Cream,169,Small Market,-11,South,37,Coffee,1334,Decaf
New Mexico,61,Decaf Irish Cream,139,Small Market,-42,South,37,Coffee,1439,Decaf
New Mexico,55,Decaf Irish Cream,115,Small Market,-44,South,32,Coffee,1574,Decaf
New Mexico,49,Decaf Irish Cream,109,Small Market,-26,South,26,Coffee,1698,Decaf
New Mexico,48,Decaf Irish Cream,122,Small Market,-8,South,25,Coffee,1804,Decaf
New Mexico,52,Decaf Irish Cream,160,Small Market,16,South,28,Coffee,1898,Decaf
New Mexico,52,Decaf Irish Cream,111,Small Market,-61,South,27,Coffee,525,Decaf
New Mexico,49,Decaf Irish Cream,109,Small Market,-46,South,26,Coffee,625,Decaf
New Mexico,51,Decaf Irish Cream,113,Small Market,-49,South,27,Coffee,715,Decaf
New Mexico,51,Decaf Irish Cream,142,Small Market,-16,South,28,Coffee,840,Decaf
New Mexico,49,Decaf Irish Cream,135,Small Market,-21,South,30,Coffee,973,Decaf
New Mexico,55,Decaf Irish Cream,140,Small Market,-47,South,35,Coffee,1142,Decaf
New Mexico,56,Decaf Irish Cream,167,Small Market,-15,South,37,Coffee,1334,Decaf
New Mexico,57,Decaf Irish Cream,138,Small Market,-58,South,37,Coffee,1439,Decaf
New Mexico,55,Decaf Irish Cream,123,Small Market,-65,South,32,Coffee,1574,Decaf
New Mexico,49,Decaf Irish Cream,116,Small Market,-39,South,26,Coffee,1698,Decaf
New Mexico,48,Decaf Irish Cream,130,Small Market,-12,South,25,Coffee,1804,Decaf
New Mexico,52,Decaf Irish Cream,171,Small Market,24,South,28,Coffee,1898,Decaf
New Mexico,63,Caffe Mocha,90,Small Market,-10,South,34,Espresso,261,Regular
New Mexico,68,Caffe Mocha,104,Small Market,-7,South,39,Espresso,256,Regular
New Mexico,70,Caffe Mocha,107,Small Market,-7,South,40,Espresso,251,Regular
New Mexico,69,Caffe Mocha,107,Small Market,-6,South,40,Espresso,261,Regular
New Mexico,68,Caffe Mocha,104,Small Market,-7,South,39,Espresso,282,Regular
New Mexico,76,Caffe Mocha,125,Small Market,-3,South,47,Espresso,313,Regular
New Mexico,83,Caffe Mocha,141,Small Market,-1,South,53,Espresso,338,Regular
New Mexico,86,Caffe Mocha,151,Small Market,2,South,57,Espresso,332,Regular
New Mexico,70,Caffe Mocha,106,Small Market,-8,South,40,Espresso,325,Regular
New Mexico,70,Caffe Mocha,109,Small Market,-6,South,41,Espresso,320,Regular
New Mexico,69,Caffe Mocha,106,Small Market,-7,South,40,Espresso,325,Regular
New Mexico,74,Caffe Mocha,118,Small Market,-5,South,44,Espresso,335,Regular
New Mexico,66,Caffe Mocha,101,Small Market,-16,South,34,Espresso,261,Regular
New Mexico,68,Caffe Mocha,111,Small Market,-10,South,39,Espresso,256,Regular
New Mexico,70,Caffe Mocha,114,Small Market,-10,South,40,Espresso,251,Regular
New Mexico,69,Caffe Mocha,114,Small Market,-9,South,40,Espresso,261,Regular
New Mexico,63,Caffe Mocha,103,Small Market,-10,South,39,Espresso,282,Regular
New Mexico,71,Caffe Mocha,124,Small Market,-4,South,47,Espresso,313,Regular
New Mexico,77,Caffe Mocha,140,Small Market,-1,South,53,Espresso,338,Regular
New Mexico,80,Caffe Mocha,150,Small Market,3,South,57,Espresso,332,Regular
New Mexico,70,Caffe Mocha,113,Small Market,-12,South,40,Espresso,325,Regular
New Mexico,70,Caffe Mocha,116,Small Market,-9,South,41,Espresso,320,Regular
New Mexico,69,Caffe Mocha,113,Small Market,-10,South,40,Espresso,325,Regular
New Mexico,74,Caffe Mocha,126,Small Market,-7,South,44,Espresso,335,Regular
New Mexico,38,Decaf Espresso,82,Small Market,9,South,11,Espresso,196,Decaf
New Mexico,39,Decaf Espresso,82,Small Market,8,South,11,Espresso,191,Decaf
New Mexico,38,Decaf Espresso,85,Small Market,11,South,11,Espresso,187,Decaf
New Mexico,39,Decaf Espresso,88,Small Market,12,South,12,Espresso,195,Decaf
New Mexico,39,Decaf Espresso,92,Small Market,14,South,12,Espresso,212,Decaf
New Mexico,41,Decaf Espresso,96,Small Market,14,South,13,Espresso,239,Decaf
New Mexico,41,Decaf Espresso,103,Small Market,18,South,14,Espresso,258,Decaf
New Mexico,42,Decaf Espresso,105,Small Market,18,South,14,Espresso,253,Decaf
New Mexico,39,Decaf Espresso,91,Small Market,13,South,12,Espresso,248,Decaf
New Mexico,39,Decaf Espresso,92,Small Market,14,South,12,Espresso,244,Decaf
New Mexico,39,Decaf Espresso,82,Small Market,8,South,11,Espresso,248,Decaf
New Mexico,39,Decaf Espresso,89,Small Market,12,South,12,Espresso,256,Decaf
New Mexico,40,Decaf Espresso,92,Small Market,14,South,11,Espresso,196,Decaf
New Mexico,39,Decaf Espresso,87,Small Market,12,South,11,Espresso,191,Decaf
New Mexico,38,Decaf Espresso,91,Small Market,16,South,11,Espresso,187,Decaf
New Mexico,39,Decaf Espresso,94,Small Market,18,South,12,Espresso,195,Decaf
New Mexico,36,Decaf Espresso,91,Small Market,19,South,12,Espresso,212,Decaf
New Mexico,38,Decaf Espresso,95,Small Market,19,South,13,Espresso,239,Decaf
New Mexico,38,Decaf Espresso,102,Small Market,25,South,14,Espresso,258,Decaf
New Mexico,39,Decaf Espresso,104,Small Market,25,South,14,Espresso,253,Decaf
New Mexico,39,Decaf Espresso,97,Small Market,19,South,12,Espresso,248,Decaf
New Mexico,39,Decaf Espresso,98,Small Market,21,South,12,Espresso,244,Decaf
New Mexico,39,Decaf Espresso,87,Small Market,12,South,11,Espresso,248,Decaf
New Mexico,39,Decaf Espresso,95,Small Market,18,South,12,Espresso,256,Decaf
New Mexico,16,Chamomile,45,Small Market,11,South,5,Herbal Tea,821,Decaf
New Mexico,17,Chamomile,45,Small Market,10,South,5,Herbal Tea,818,Decaf
New Mexico,17,Chamomile,45,Small Market,10,South,5,Herbal Tea,816,Decaf
New Mexico,16,Chamomile,47,Small Market,12,South,5,Herbal Tea,820,Decaf
New Mexico,17,Chamomile,49,Small Market,12,South,5,Herbal Tea,829,Decaf
New Mexico,17,Chamomile,58,Small Market,18,South,6,Herbal Tea,843,Decaf
New Mexico,19,Chamomile,61,Small Market,17,South,7,Herbal Tea,854,Decaf
New Mexico,19,Chamomile,63,Small Market,19,South,7,Herbal Tea,851,Decaf
New Mexico,16,Chamomile,48,Small Market,13,South,5,Herbal Tea,848,Decaf
New Mexico,17,Chamomile,52,Small Market,14,South,5,Herbal Tea,846,Decaf
New Mexico,15,Chamomile,39,Small Market,9,South,4,Herbal Tea,848,Decaf
New Mexico,16,Chamomile,41,Small Market,9,South,4,Herbal Tea,851,Decaf
New Mexico,17,Chamomile,50,Small Market,17,South,5,Herbal Tea,821,Decaf
New Mexico,17,Chamomile,48,Small Market,15,South,5,Herbal Tea,818,Decaf
New Mexico,17,Chamomile,48,Small Market,15,South,5,Herbal Tea,816,Decaf
New Mexico,16,Chamomile,50,Small Market,18,South,5,Herbal Tea,820,Decaf
New Mexico,16,Chamomile,49,Small Market,17,South,5,Herbal Tea,829,Decaf
New Mexico,16,Chamomile,57,Small Market,25,South,6,Herbal Tea,843,Decaf
New Mexico,18,Chamomile,60,Small Market,23,South,7,Herbal Tea,854,Decaf
New Mexico,18,Chamomile,62,Small Market,26,South,7,Herbal Tea,851,Decaf
New Mexico,16,Chamomile,51,Small Market,19,South,5,Herbal Tea,848,Decaf
New Mexico,17,Chamomile,55,Small Market,21,South,5,Herbal Tea,846,Decaf
New Mexico,15,Chamomile,42,Small Market,13,South,4,Herbal Tea,848,Decaf
New Mexico,16,Chamomile,44,Small Market,13,South,4,Herbal Tea,851,Decaf
New Mexico,30,Lemon,62,Small Market,4,South,8,Herbal Tea,965,Decaf
New Mexico,30,Lemon,63,Small Market,5,South,8,Herbal Tea,961,Decaf
New Mexico,30,Lemon,63,Small Market,5,South,8,Herbal Tea,958,Decaf
New Mexico,30,Lemon,61,Small Market,3,South,8,Herbal Tea,964,Decaf
New Mexico,30,Lemon,68,Small Market,7,South,9,Herbal Tea,976,Decaf
New Mexico,30,Lemon,70,Small Market,8,South,9,Herbal Tea,996,Decaf
New Mexico,31,Lemon,75,Small Market,10,South,10,Herbal Tea,1010,Decaf
New Mexico,34,Lemon,90,Small Market,15,South,12,Herbal Tea,1007,Decaf
New Mexico,31,Lemon,72,Small Market,8,South,10,Herbal Tea,1003,Decaf
New Mexico,31,Lemon,68,Small Market,6,South,9,Herbal Tea,1000,Decaf
New Mexico,30,Lemon,64,Small Market,5,South,8,Herbal Tea,1003,Decaf
New Mexico,31,Lemon,69,Small Market,7,South,9,Herbal Tea,1009,Decaf
New Mexico,32,Lemon,69,Small Market,6,South,8,Herbal Tea,965,Decaf
New Mexico,30,Lemon,67,Small Market,7,South,8,Herbal Tea,961,Decaf
New Mexico,30,Lemon,67,Small Market,7,South,8,Herbal Tea,958,Decaf
New Mexico,30,Lemon,65,Small Market,4,South,8,Herbal Tea,964,Decaf
New Mexico,28,Lemon,67,Small Market,10,South,9,Herbal Tea,976,Decaf
New Mexico,28,Lemon,69,Small Market,11,South,9,Herbal Tea,996,Decaf
New Mexico,29,Lemon,74,Small Market,14,South,10,Herbal Tea,1010,Decaf
New Mexico,32,Lemon,89,Small Market,21,South,12,Herbal Tea,1007,Decaf
New Mexico,31,Lemon,77,Small Market,12,South,10,Herbal Tea,1003,Decaf
New Mexico,31,Lemon,72,Small Market,9,South,9,Herbal Tea,1000,Decaf
New Mexico,30,Lemon,68,Small Market,7,South,8,Herbal Tea,1003,Decaf
New Mexico,31,Lemon,74,Small Market,10,South,9,Herbal Tea,1009,Decaf
New Mexico,44,Caffe Latte,65,Small Market,-8,South,11,Espresso,169,Regular
New Mexico,45,Caffe Latte,68,Small Market,-7,South,11,Espresso,104,Regular
New Mexico,45,Caffe Latte,75,Small Market,-3,South,12,Espresso,36,Regular
New Mexico,45,Caffe Latte,65,Small Market,-9,South,11,Espresso,-39,Regular
New Mexico,46,Caffe Latte,76,Small Market,-4,South,12,Espresso,-104,Regular
New Mexico,46,Caffe Latte,78,Small Market,-3,South,13,Espresso,-180,Regular
New Mexico,48,Caffe Latte,89,Small Market,1,South,15,Espresso,-258,Regular
New Mexico,44,Caffe Latte,65,Small Market,-8,South,11,Espresso,-347,Regular
New Mexico,42,Caffe Latte,54,Small Market,-12,South,9,Espresso,-412,Regular
New Mexico,43,Caffe Latte,56,Small Market,-12,South,9,Espresso,-466,Regular
New Mexico,46,Caffe Latte,76,Small Market,-4,South,12,Espresso,-522,Regular
New Mexico,40,Caffe Latte,45,Small Market,-15,South,7,Espresso,-598,Regular
New Mexico,46,Caffe Latte,73,Small Market,-12,South,11,Espresso,169,Regular
New Mexico,45,Caffe Latte,72,Small Market,-10,South,11,Espresso,104,Regular
New Mexico,45,Caffe Latte,80,Small Market,-4,South,12,Espresso,36,Regular
New Mexico,45,Caffe Latte,69,Small Market,-13,South,11,Espresso,-39,Regular
New Mexico,43,Caffe Latte,75,Small Market,-6,South,12,Espresso,-104,Regular
New Mexico,43,Caffe Latte,77,Small Market,-4,South,13,Espresso,-180,Regular
New Mexico,45,Caffe Latte,88,Small Market,1,South,15,Espresso,-258,Regular
New Mexico,41,Caffe Latte,64,Small Market,-11,South,11,Espresso,-347,Regular
New Mexico,42,Caffe Latte,58,Small Market,-18,South,9,Espresso,-412,Regular
New Mexico,43,Caffe Latte,60,Small Market,-18,South,9,Espresso,-466,Regular
New Mexico,46,Caffe Latte,81,Small Market,-6,South,12,Espresso,-522,Regular
New Mexico,40,Caffe Latte,48,Small Market,-22,South,7,Espresso,-598,Regular
New York,34,Green Tea,198,Major Market,83,East,22,Tea,460,Regular
New York,27,Green Tea,150,Major Market,84,East,15,Tea,456,Regular
New York,33,Green Tea,208,Major Market,123,East,24,Tea,499,Regular
New York,155,Caffe Mocha,66,Major Market,-224,East,122,Espresso,3641,Regular
New York,146,Caffe Mocha,70,Major Market,-304,East,113,Espresso,1382,Regular
New York,176,Caffe Mocha,77,Major Market,-392,East,156,Espresso,2615,Regular
New York,130,Lemon,647,Major Market,316,East,107,Herbal Tea,1565,Decaf
New York,99,Mint,112,Major Market,-238,East,77,Herbal Tea,3948,Decaf
New York,47,Darjeeling,312,Major Market,138,East,35,Tea,1007,Regular
New York,44,Darjeeling,309,Major Market,190,East,35,Tea,1007,Regular
New York,96,Regular Espresso,543,Major Market,187,East,72,Espresso,1271,Regular
New York,91,Regular Espresso,815,Major Market,646,East,66,Espresso,1197,Regular
New York,143,Columbian,650,Major Market,247,East,91,Coffee,2548,Regular
New York,149,Columbian,745,Major Market,402,East,97,Coffee,2642,Regular
New York,38,Green Tea,230,Major Market,98,East,26,Tea,608,Regular
New York,128,Caffe Mocha,61,Major Market,-172,East,95,Espresso,725,Regular
New York,134,Lemon,651,Major Market,252,East,100,Herbal Tea,1613,Decaf
New York,126,Lemon,663,Major Market,363,East,102,Herbal Tea,1727,Decaf
New York,94,Mint,198,Major Market,-131,East,72,Herbal Tea,2169,Decaf
New York,95,Mint,164,Major Market,-170,East,74,Herbal Tea,4360,Decaf
New York,40,Darjeeling,261,Major Market,156,East,28,Tea,822,Regular
New York,35,Earl Grey,213,Major Market,91,East,24,Tea,756,Regular
New York,45,Earl Grey,290,Major Market,127,East,33,Tea,930,Regular
New York,138,Columbian,623,Major Market,236,East,87,Coffee,2580,Regular
New York,26,Green Tea,134,Major Market,54,East,15,Tea,456,Regular
New York,33,Green Tea,201,Major Market,117,East,21,Tea,449,Regular
New York,34,Green Tea,228,Major Market,137,East,26,Tea,562,Regular
New York,181,Caffe Mocha,77,Major Market,-266,East,147,Espresso,2321,Regular
New York,142,Caffe Mocha,61,Major Market,-202,East,109,Espresso,3385,Regular
New York,168,Caffe Mocha,76,Major Market,-367,East,147,Espresso,2321,Regular
New York,87,Mint,194,Major Market,-177,East,66,Herbal Tea,1480,Decaf
New York,38,Darjeeling,234,Major Market,101,East,26,Tea,821,Regular
New York,39,Darjeeling,245,Major Market,106,East,28,Tea,981,Regular
New York,37,Darjeeling,247,Major Market,148,East,26,Tea,809,Regular
New York,37,Darjeeling,249,Major Market,151,East,26,Tea,799,Regular
New York,37,Earl Grey,238,Major Market,141,East,25,Tea,777,Regular
New York,39,Earl Grey,274,Major Market,167,East,31,Tea,897,Regular
New York,90,Regular Espresso,557,Major Market,288,East,66,Espresso,1260,Regular
New York,162,Columbian,842,Major Market,463,East,110,Coffee,2580,Regular
New York,35,Green Tea,210,Major Market,89,East,24,Tea,499,Regular
New York,134,Caffe Mocha,68,Major Market,-268,East,95,Espresso,725,Regular
New York,127,Lemon,513,Major Market,141,East,93,Herbal Tea,1471,Decaf
New York,135,Lemon,793,Major Market,388,East,102,Herbal Tea,1781,Decaf
New York,133,Lemon,540,Major Market,173,East,93,Herbal Tea,1419,Decaf
New York,126,Lemon,786,Major Market,536,East,102,Herbal Tea,1781,Decaf
New York,90,Mint,201,Major Market,-176,East,64,Herbal Tea,965,Decaf
New York,45,Darjeeling,301,Major Market,133,East,34,Tea,947,Regular
New York,42,Darjeeling,265,Major Market,115,East,30,Tea,971,Regular
New York,37,Darjeeling,254,Major Market,155,East,29,Tea,871,Regular
New York,33,Darjeeling,211,Major Market,125,East,22,Tea,984,Regular
New York,90,Regular Espresso,564,Major Market,235,East,66,Espresso,1262,Regular
New York,91,Regular Espresso,548,Major Market,273,East,63,Espresso,1459,Regular
New York,89,Regular Espresso,538,Major Market,258,East,72,Espresso,1271,Regular
New York,94,Regular Espresso,604,Major Market,332,East,69,Espresso,1286,Regular
New York,152,Columbian,759,Major Market,408,East,94,Coffee,2101,Regular
New York,152,Columbian,759,Major Market,410,East,99,Coffee,2108,Regular
New York,34,Green Tea,198,Major Market,83,East,22,Tea,441,Regular
New York,33,Green Tea,187,Major Market,78,East,21,Tea,580,Regular
New York,27,Green Tea,133,Major Market,52,East,15,Tea,601,Regular
New York,34,Green Tea,211,Major Market,123,East,22,Tea,460,Regular
New York,189,Caffe Mocha,78,Major Market,-284,East,156,Espresso,2615,Regular
New York,144,Caffe Mocha,72,Major Market,-292,East,110,Espresso,2932,Regular
New York,124,Lemon,495,Major Market,131,East,91,Herbal Tea,1454,Decaf
New York,124,Lemon,528,Major Market,194,East,91,Herbal Tea,1454,Decaf
New York,125,Lemon,645,Major Market,348,East,100,Herbal Tea,1613,Decaf
New York,91,Mint,171,Major Market,-232,East,69,Herbal Tea,4742,Decaf
New York,40,Darjeeling,256,Major Market,112,East,29,Tea,871,Regular
New York,33,Darjeeling,198,Major Market,84,East,22,Tea,984,Regular
New York,39,Earl Grey,243,Major Market,105,East,27,Tea,766,Regular
New York,41,Earl Grey,256,Major Market,111,East,29,Tea,952,Regular
New York,46,Earl Grey,302,Major Market,133,East,34,Tea,928,Regular
New York,46,Earl Grey,322,Major Market,197,East,34,Tea,928,Regular
New York,46,Earl Grey,322,Major Market,197,East,34,Tea,959,Regular
New York,95,Regular Espresso,700,Major Market,463,East,70,Espresso,723,Regular
New York,159,Columbian,756,Major Market,295,East,105,Coffee,2250,Regular
New York,27,Green Tea,142,Major Market,77,East,15,Tea,601,Regular
New York,143,Caffe Mocha,61,Major Market,-203,East,110,Espresso,901,Regular
New York,144,Caffe Mocha,68,Major Market,-197,East,110,Espresso,2932,Regular
New York,143,Caffe Mocha,65,Major Market,-301,East,110,Espresso,901,Regular
New York,129,Lemon,547,Major Market,191,East,96,Herbal Tea,1622,Decaf
New York,127,Lemon,614,Major Market,303,East,93,Herbal Tea,1704,Decaf
New York,40,Darjeeling,245,Major Market,105,East,28,Tea,822,Regular
New York,42,Darjeeling,282,Major Market,171,East,30,Tea,971,Regular
New York,35,Earl Grey,227,Major Market,135,East,24,Tea,756,Regular
New York,88,Regular Espresso,580,Major Market,264,East,63,Espresso,1402,Regular
New York,98,Regular Espresso,546,Major Market,182,East,74,Espresso,1355,Regular
New York,91,Regular Espresso,538,Major Market,247,East,74,Espresso,1319,Regular
New York,138,Columbian,664,Major Market,350,East,87,Coffee,2580,Regular
New York,33,Green Tea,199,Major Market,116,East,21,Tea,580,Regular
New York,146,Caffe Mocha,63,Major Market,-208,East,113,Espresso,1118,Regular
New York,127,Lemon,483,Major Market,111,East,93,Herbal Tea,1419,Decaf
New York,135,Lemon,669,Major Market,263,East,102,Herbal Tea,1727,Decaf
New York,144,Lemon,747,Major Market,309,East,111,Herbal Tea,1727,Decaf
New York,87,Mint,180,Major Market,-120,East,66,Herbal Tea,1214,Decaf
New York,87,Mint,196,Major Market,-181,East,72,Herbal Tea,2169,Decaf
New York,40,Darjeeling,262,Major Market,157,East,26,Tea,821,Regular
New York,152,Columbian,712,Major Market,276,East,99,Coffee,2108,Regular
New York,35,Green Tea,228,Major Market,135,East,26,Tea,608,Regular
New York,131,Lemon,638,Major Market,247,East,98,Herbal Tea,1558,Decaf
New York,127,Lemon,576,Major Market,204,East,93,Herbal Tea,1704,Decaf
New York,144,Lemon,796,Major Market,459,East,111,Herbal Tea,1727,Decaf
New York,95,Mint,175,Major Market,-252,East,74,Herbal Tea,4360,Decaf
New York,37,Darjeeling,232,Major Market,100,East,26,Tea,809,Regular
New York,47,Darjeeling,323,Major Market,144,East,36,Tea,994,Regular
New York,37,Earl Grey,223,Major Market,95,East,25,Tea,777,Regular
New York,39,Earl Grey,259,Major Market,156,East,27,Tea,766,Regular
New York,87,Regular Espresso,490,Major Market,175,East,63,Espresso,1459,Regular
New York,97,Regular Espresso,675,Major Market,318,East,72,Espresso,1405,Regular
New York,91,Regular Espresso,541,Major Market,251,East,74,Espresso,1355,Regular
New York,177,Columbian,890,Major Market,357,East,124,Coffee,2476,Regular
New York,148,Columbian,749,Major Market,407,East,105,Coffee,2250,Regular
New York,40,Green Tea,245,Major Market,105,East,28,Tea,598,Regular
New York,34,Green Tea,199,Major Market,84,East,22,Tea,588,Regular
New York,34,Green Tea,211,Major Market,123,East,22,Tea,441,Regular
New York,143,Caffe Mocha,69,Major Market,-195,East,109,Espresso,1673,Regular
New York,133,Caffe Mocha,68,Major Market,-269,East,109,Espresso,1673,Regular
New York,140,Lemon,653,Major Market,229,East,107,Herbal Tea,1565,Decaf
New York,44,Darjeeling,320,Major Market,199,East,36,Tea,994,Regular
New York,36,Earl Grey,219,Major Market,94,East,24,Tea,777,Regular
New York,38,Earl Grey,254,Major Market,153,East,29,Tea,821,Regular
New York,98,Regular Espresso,543,Major Market,179,East,74,Espresso,1319,Regular
New York,83,Regular Espresso,675,Major Market,381,East,59,Espresso,933,Regular
New York,145,Columbian,678,Major Market,262,East,94,Coffee,2101,Regular
New York,166,Columbian,904,Major Market,511,East,127,Coffee,2654,Regular
New York,143,Columbian,693,Major Market,367,East,91,Coffee,2548,Regular
New York,131,Lemon,680,Major Market,367,East,98,Herbal Tea,1558,Decaf
New York,97,Mint,198,Major Market,-143,East,75,Herbal Tea,2636,Decaf
New York,102,Mint,198,Major Market,-164,East,80,Herbal Tea,3076,Decaf
New York,96,Mint,148,Major Market,-189,East,74,Herbal Tea,5121,Decaf
New York,96,Mint,158,Major Market,-280,East,74,Herbal Tea,5121,Decaf
New York,37,Darjeeling,234,Major Market,102,East,26,Tea,799,Regular
New York,35,Darjeeling,210,Major Market,89,East,24,Tea,1003,Regular
New York,41,Earl Grey,256,Major Market,111,East,29,Tea,821,Regular
New York,45,Earl Grey,302,Major Market,134,East,34,Tea,915,Regular
New York,38,Earl Grey,245,Major Market,146,East,24,Tea,777,Regular
New York,42,Earl Grey,298,Major Market,184,East,34,Tea,941,Regular
New York,94,Regular Espresso,567,Major Market,224,East,69,Espresso,1286,Regular
New York,146,Columbian,675,Major Market,259,East,94,Coffee,2041,Regular
New York,142,Columbian,687,Major Market,364,East,90,Coffee,2067,Regular
New York,146,Columbian,719,Major Market,384,East,94,Coffee,2041,Regular
New York,37,Green Tea,230,Major Market,99,East,26,Tea,562,Regular
New York,26,Green Tea,123,Major Market,47,East,14,Tea,589,Regular
New York,34,Green Tea,212,Major Market,125,East,22,Tea,588,Regular
New York,127,Lemon,547,Major Market,209,East,93,Herbal Tea,1471,Decaf
New York,85,Mint,189,Major Market,-105,East,64,Herbal Tea,1811,Decaf
New York,117,Mint,124,Major Market,-304,East,96,Herbal Tea,3422,Decaf
New York,85,Mint,201,Major Market,-156,East,64,Herbal Tea,1811,Decaf
New York,109,Mint,123,Major Market,-420,East,96,Herbal Tea,3422,Decaf
New York,35,Darjeeling,224,Major Market,132,East,24,Tea,1003,Regular
New York,46,Earl Grey,302,Major Market,133,East,34,Tea,959,Regular
New York,45,Earl Grey,322,Major Market,199,East,34,Tea,915,Regular
New York,90,Regular Espresso,523,Major Market,194,East,66,Espresso,1260,Regular
New York,91,Regular Espresso,765,Major Market,435,East,66,Espresso,1197,Regular
New York,95,Regular Espresso,657,Major Market,312,East,70,Espresso,723,Regular
New York,90,Regular Espresso,669,Major Market,439,East,72,Espresso,1405,Regular
New York,178,Columbian,912,Major Market,370,East,127,Coffee,2654,Regular
New York,178,Columbian,910,Major Market,368,East,127,Coffee,2617,Regular
New York,149,Columbian,699,Major Market,271,East,97,Coffee,2642,Regular
New York,33,Green Tea,189,Major Market,79,East,21,Tea,449,Regular
New York,37,Green Tea,243,Major Market,145,East,28,Tea,598,Regular
New York,146,Caffe Mocha,69,Major Market,-202,East,113,Espresso,3142,Regular
New York,146,Caffe Mocha,67,Major Market,-309,East,113,Espresso,1118,Regular
New York,153,Caffe Mocha,71,Major Market,-326,East,131,Espresso,1979,Regular
New York,155,Caffe Mocha,70,Major Market,-332,East,122,Espresso,3641,Regular
New York,129,Lemon,513,Major Market,129,East,96,Herbal Tea,1622,Decaf
New York,147,Lemon,577,Major Market,137,East,114,Herbal Tea,1518,Decaf
New York,86,Mint,180,Major Market,-113,East,64,Herbal Tea,965,Decaf
New York,87,Mint,192,Major Market,-178,East,66,Herbal Tea,1214,Decaf
New York,99,Mint,119,Major Market,-353,East,77,Herbal Tea,3948,Decaf
New York,39,Darjeeling,261,Major Market,157,East,28,Tea,981,Regular
New York,42,Earl Grey,276,Major Market,121,East,31,Tea,897,Regular
New York,166,Columbian,902,Major Market,508,East,127,Coffee,2617,Regular
New York,26,Green Tea,131,Major Market,70,East,14,Tea,589,Regular
New York,146,Caffe Mocha,66,Major Market,-205,East,113,Espresso,1382,Regular
New York,164,Caffe Mocha,72,Major Market,-236,East,131,Espresso,1979,Regular
New York,146,Caffe Mocha,74,Major Market,-300,East,113,Espresso,3142,Regular
New York,142,Caffe Mocha,65,Major Market,-300,East,109,Espresso,3385,Regular
New York,87,Mint,182,Major Market,-119,East,66,Herbal Tea,1480,Decaf
New York,91,Mint,160,Major Market,-156,East,69,Herbal Tea,4742,Decaf
New York,90,Mint,196,Major Market,-197,East,75,Herbal Tea,2636,Decaf
New York,95,Mint,196,Major Market,-226,East,80,Herbal Tea,3076,Decaf
New York,42,Darjeeling,298,Major Market,184,East,34,Tea,947,Regular
New York,45,Earl Grey,301,Major Market,133,East,34,Tea,941,Regular
New York,38,Earl Grey,254,Major Market,153,East,29,Tea,952,Regular
New York,45,Earl Grey,309,Major Market,188,East,33,Tea,930,Regular
New York,90,Regular Espresso,601,Major Market,349,East,66,Espresso,1262,Regular
New York,142,Columbian,645,Major Market,245,East,90,Coffee,2067,Regular
New York,162,Columbian,790,Major Market,312,East,110,Coffee,2580,Regular
New York,165,Columbian,882,Major Market,493,East,124,Coffee,2476,Regular
New York,147,Lemon,541,Major Market,92,East,114,Herbal Tea,1518,Decaf
New York,88,Regular Espresso,618,Major Market,392,East,63,Espresso,1402,Regular
New York,83,Regular Espresso,719,Major Market,565,East,59,Espresso,933,Regular
Ohio,41,Amaretto,122,Major Market,37,Central,17,Coffee,361,Regular
Ohio,44,Amaretto,133,Major Market,42,Central,17,Coffee,410,Regular
